9.3337,3.4406
5.2627,0.39572
3.2573,2.0279
0.46645,0.98527
0.38002,9.5424
8.5778,7.0763
3.8218,7.8378
9.9836,0.73417
1.2867,8.7122
7.5796,0.6119
9.5118,4.392
0.938,8.6365
6.9514,1.5351
5.5636,8.9756
5.3542,9.9692
4.4361,0.20154
0.8593,1.0165
5.923,9.1231
2.1837,8.0862
1.8755,5.8762
9.0513,5.7154
1.082,3.6379
9.6791,7.3194
0.057659,9.9692
9.6555,5.3342
3.1848,2.4113
8.253,8.9851
2.7915,8.1977
7.8946,9.371
8.1915,2.2175
7.4389,0.26177
0.0083397,4.7514
8.7497,6.8627
0.52185,9.2218
6.1792,9.6188
1.1169,5.6444
9.8707,6.6895
4.0488,1.8878
9.6231,5.0519
3.2258,8.3087
5.7219,1.1955
1.9248,8.4067
0.77656,9.7967
6.1174,0.58034
9.6565,2.1733
8.5143,3.2121
4.3292,9.393
